Mode of Travel,Home and Work Filter,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Trip Duration (sec),Avg All Trip Duration (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
Personal,Visitors,Trip Start,3,3,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),39,1547,1616,6.4,6.5
Personal,Visitors,Trip Start,3,3,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),27,1820,1905,7.8,7.8
Personal,Visitors,Trip Start,3,3,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),17,1666,1767,7.1,7.3
Personal,Visitors,Trip Start,3,3,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),62,1674,1811,5.5,5.9
Personal,Visitors,Trip Start,3,3,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),2,1905,1905,5.3,5.3
Personal,Visitors,Trip Start,3,3,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,1982,1982,4.6,4.6
Personal,Visitors,Trip Start,3,3,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),18,1806,1943,7.8,8.2
Personal,Visitors,Trip Start,3,3,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),26,1631,1758,4.5,4.9
Personal,Visitors,Trip Start,3,3,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),15,1519,1716,4.4,4.9
Personal,Visitors,Trip Start,30,30,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),65,1804,1909,6.3,6.8
Personal,Visitors,Trip Start,30,30,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,945,1130,2.5,2.7
Personal,Visitors,Trip Start,30,30,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),6,2325,2356,6.6,6.6
Personal,Visitors,Trip Start,30,30,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),17,1671,1763,6.7,7.0
Personal,Visitors,Trip Start,30,30,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),18,1699,1821,5.3,6.3
Personal,Visitors,Trip Start,30,30,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),24,1892,2010,6.9,7.2
Personal,Visitors,Trip Start,30,30,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),54,1678,1804,6.0,6.6
Personal,Visitors,Trip Start,30,30,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),0,945,945,2.5,2.5
Personal,Visitors,Trip Start,30,30,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),5,1760,1881,6.2,6.2
Personal,Visitors,Trip Start,30,30,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),12,1459,1600,6.2,6.5
Personal,Visitors,Trip Start,30,30,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),15,1703,1823,5.6,6.8
Personal,Visitors,Trip Start,30,30,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),22,1797,1923,6.2,6.7
Personal,Visitors,Trip Start,30,30,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),92,1992,2071,6.9,7.1
Personal,Visitors,Trip Start,30,30,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),0,0,2056,0,3.5
Personal,Visitors,Trip Start,30,30,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),8,3158,3067,7.3,7.1
Personal,Visitors,Trip Start,30,30,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),31,1879,1934,7.2,7.5
Personal,Visitors,Trip Start,30,30,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),23,1692,1818,4.8,5.3
Personal,Visitors,Trip Start,30,30,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),30,2073,2178,8.2,8.2
Personal,Visitors,Trip Start,31,31,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),32,1621,1758,6.9,7.4
Personal,Visitors,Trip Start,31,31,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,553,553,2.2,2.2
Personal,Visitors,Trip Start,31,31,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),4,1163,1312,6.0,6.5
Personal,Visitors,Trip Start,31,31,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),12,1643,1726,8.2,8.1
Personal,Visitors,Trip Start,31,31,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),9,1853,2083,6.9,8.6
Personal,Visitors,Trip Start,31,31,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),6,1581,1683,5.5,5.5
Personal,Visitors,Trip Start,31,31,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),35,1627,1760,7.3,7.9
Personal,Visitors,Trip Start,31,31,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),N/A,505,505,2.9,2.9
Personal,Visitors,Trip Start,31,31,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),5,1123,1164,5.8,6.0
Personal,Visitors,Trip Start,31,31,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),12,1584,1659,9.4,9.0
Personal,Visitors,Trip Start,31,31,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),11,1960,2224,7.0,9.0
Personal,Visitors,Trip Start,31,31,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),7,1592,1667,6.2,6.1
Personal,Visitors,Trip Start,31,31,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),25,1602,1753,5.6,5.8
Personal,Visitors,Trip Start,31,31,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),0,600,600,1.5,1.5
Personal,Visitors,Trip Start,31,31,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),2,1506,2445,8.2,10.3
Personal,Visitors,Trip Start,31,31,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),14,1754,1858,6.1,6.3
Personal,Visitors,Trip Start,31,31,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),5,1386,1386,6.7,6.7
Personal,Visitors,Trip Start,31,31,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),3,1549,1723,3.5,3.8
Personal,Visitors,Trip Start,32,32,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),184,1481,1566,5.7,5.9
Personal,Visitors,Trip Start,32,32,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),4,1206,1227,3.6,3.8
Personal,Visitors,Trip Start,32,32,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),12,1365,1459,5.4,5.6
Personal,Visitors,Trip Start,32,32,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),47,1542,1629,6.6,6.7
Personal,Visitors,Trip Start,32,32,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),51,1518,1625,5.9,6.2
Personal,Visitors,Trip Start,32,32,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),71,1447,1517,5.1,5.4
Personal,Visitors,Trip Start,32,32,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),177,1440,1533,5.2,5.5
Personal,Visitors,Trip Start,32,32,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),2,1443,1484,5.9,6.1
Personal,Visitors,Trip Start,32,32,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),14,1369,1482,5.7,6.0
Personal,Visitors,Trip Start,32,32,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),39,1442,1510,5.8,5.9
Personal,Visitors,Trip Start,32,32,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),47,1482,1618,4.6,5.1
Personal,Visitors,Trip Start,32,32,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),74,1426,1500,5.2,5.4
Personal,Visitors,Trip Start,32,32,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),202,1569,1639,6.7,6.9
Personal,Visitors,Trip Start,32,32,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),7,1051,1051,2.1,2.1
Personal,Visitors,Trip Start,32,32,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),7,1344,1330,3.5,3.5
Personal,Visitors,Trip Start,32,32,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),66,1691,1804,7.7,7.9
Personal,Visitors,Trip Start,32,32,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),60,1587,1638,8.4,8.3
Personal,Visitors,Trip Start,32,32,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),63,1512,1569,4.9,5.3
Personal,Visitors,Trip Start,33,33,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),201,1821,1897,7.4,7.7
Personal,Visitors,Trip Start,33,33,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,1129,1129,6.1,6.1
Personal,Visitors,Trip Start,33,33,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),26,1662,1828,5.6,6.4
Personal,Visitors,Trip Start,33,33,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),54,1747,1858,7.0,7.4
Personal,Visitors,Trip Start,33,33,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),78,2033,2080,8.6,8.7
Personal,Visitors,Trip Start,33,33,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),41,1663,1689,7.1,7.2
Personal,Visitors,Trip Start,33,33,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),228,1821,1896,7.3,7.6
Personal,Visitors,Trip Start,33,33,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),1,1085,1085,4.6,4.6
Personal,Visitors,Trip Start,33,33,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),32,1697,1879,5.3,6.2
Personal,Visitors,Trip Start,33,33,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),57,1709,1805,6.8,7.0
Personal,Visitors,Trip Start,33,33,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),88,2039,2089,8.6,8.7
Personal,Visitors,Trip Start,33,33,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),49,1677,1704,7.2,7.2
Personal,Visitors,Trip Start,33,33,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),134,1818,1898,7.8,8.1
Personal,Visitors,Trip Start,33,33,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),2,1196,1196,8.4,8.4
Personal,Visitors,Trip Start,33,33,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),12,1453,1510,7.2,7.3
Personal,Visitors,Trip Start,33,33,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),45,1856,2016,7.6,8.6
Personal,Visitors,Trip Start,33,33,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),54,2004,2041,8.5,8.4
Personal,Visitors,Trip Start,33,33,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),20,1570,1591,6.9,6.9
Personal,Visitors,Trip Start,34,34,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),23,1622,1721,5.3,5.8
Personal,Visitors,Trip Start,34,34,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,1566,1566,8.7,8.7
Personal,Visitors,Trip Start,34,34,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),2,1711,1711,5.9,5.9
Personal,Visitors,Trip Start,34,34,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),7,1590,1799,4.5,5.5
Personal,Visitors,Trip Start,34,34,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),8,1621,1656,5.5,5.5
Personal,Visitors,Trip Start,34,34,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),6,1627,1720,5.6,6.5
Personal,Visitors,Trip Start,34,34,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),21,1637,1764,5.5,6.2
Personal,Visitors,Trip Start,34,34,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),1,1566,1566,8.7,8.7
Personal,Visitors,Trip Start,34,34,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),3,1767,1767,6.7,6.7
Personal,Visitors,Trip Start,34,34,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),6,1571,1874,4.5,5.8
Personal,Visitors,Trip Start,34,34,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),6,1710,1744,5.9,5.9
Personal,Visitors,Trip Start,34,34,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),5,1561,1660,5.4,6.7
Personal,Visitors,Trip Start,34,34,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),30,1596,1647,4.9,5.1
Personal,Visitors,Trip Start,34,34,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,1419,1419,2.1,2.1
Personal,Visitors,Trip Start,34,34,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),9,1622,1671,4.5,5.0
Personal,Visitors,Trip Start,34,34,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),12,1516,1549,5.0,5.0
Personal,Visitors,Trip Start,34,34,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),8,1741,1824,5.8,6.0
Personal,Visitors,Trip Start,35,35,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),108,1622,1704,8.1,8.4
Personal,Visitors,Trip Start,35,35,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,1182,1182,7.0,7.0
Personal,Visitors,Trip Start,35,35,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),14,1505,1573,9.4,9.4
Personal,Visitors,Trip Start,35,35,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),33,1629,1702,7.7,8.1
Personal,Visitors,Trip Start,35,35,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),36,1716,1808,8.1,8.6
Personal,Visitors,Trip Start,35,35,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),23,1564,1650,7.8,8.2
Personal,Visitors,Trip Start,35,35,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),103,1601,1663,8.1,8.3
Personal,Visitors,Trip Start,35,35,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),1,1224,1224,10.4,10.4
Personal,Visitors,Trip Start,35,35,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),17,1516,1585,9.1,9.2
Personal,Visitors,Trip Start,35,35,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),30,1584,1642,7.3,7.5
Personal,Visitors,Trip Start,35,35,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),32,1789,1834,8.6,8.8
Personal,Visitors,Trip Start,35,35,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),22,1437,1523,7.5,8.0
Personal,Visitors,Trip Start,35,35,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),120,1669,1795,8.1,8.7
Personal,Visitors,Trip Start,35,35,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),2,1114,1114,1.6,1.6
Personal,Visitors,Trip Start,35,35,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),5,1407,1465,11.4,11.2
Personal,Visitors,Trip Start,35,35,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),41,1713,1817,8.7,9.2
Personal,Visitors,Trip Start,35,35,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),46,1587,1762,7.2,8.2
Personal,Visitors,Trip Start,35,35,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),26,1842,1930,8.3,8.6
Personal,Visitors,Trip Start,36,36,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),70,1512,1574,7.8,7.9
Personal,Visitors,Trip Start,36,36,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),2,1077,1071,5.1,4.8
Personal,Visitors,Trip Start,36,36,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),6,1415,1463,8.9,8.9
Personal,Visitors,Trip Start,36,36,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),20,1578,1660,8.4,8.7
Personal,Visitors,Trip Start,36,36,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),20,1648,1697,8.3,8.5
Personal,Visitors,Trip Start,36,36,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),23,1392,1462,6.6,6.6
Personal,Visitors,Trip Start,36,36,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),69,1485,1542,7.0,7.0
Personal,Visitors,Trip Start,36,36,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),1,710,690,1.1,1.2
Personal,Visitors,Trip Start,36,36,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),7,1297,1355,7.9,7.8
Personal,Visitors,Trip Start,36,36,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),18,1520,1585,7.4,7.4
Personal,Visitors,Trip Start,36,36,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),17,1648,1698,7.5,7.6
Personal,Visitors,Trip Start,36,36,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),25,1446,1502,6.5,6.5
Personal,Visitors,Trip Start,36,36,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),74,1574,1652,9.5,9.8
Personal,Visitors,Trip Start,36,36,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),2,1582,1578,10.5,9.6
Personal,Visitors,Trip Start,36,36,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),3,2123,2123,15.5,15.5
Personal,Visitors,Trip Start,36,36,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),24,1685,1800,10.4,11.2
Personal,Visitors,Trip Start,36,36,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),26,1648,1696,9.7,10.0
Personal,Visitors,Trip Start,36,36,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),18,1202,1324,6.8,6.9
Personal,Visitors,Trip Start,37,37,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),102,1705,1821,8.1,8.6
Personal,Visitors,Trip Start,37,37,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),2,1053,1113,9.1,9.6
Personal,Visitors,Trip Start,37,37,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),8,1669,1752,9.1,9.6
Personal,Visitors,Trip Start,37,37,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),46,1800,1886,8.0,8.4
Personal,Visitors,Trip Start,37,37,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),28,1750,1896,8.6,9.1
Personal,Visitors,Trip Start,37,37,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),18,1511,1679,6.9,7.7
Personal,Visitors,Trip Start,37,37,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),83,1581,1719,7.7,8.3
Personal,Visitors,Trip Start,37,37,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),3,927,1014,7.9,8.6
Personal,Visitors,Trip Start,37,37,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),6,1412,1451,9.0,9.2
Personal,Visitors,Trip Start,37,37,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),25,1559,1670,7.7,8.1
Personal,Visitors,Trip Start,37,37,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),29,1764,1939,8.2,9.0
Personal,Visitors,Trip Start,37,37,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),19,1480,1636,6.3,7.1
Personal,Visitors,Trip Start,37,37,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),149,1891,1972,8.6,9.1
Personal,Visitors,Trip Start,37,37,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),2,1451,1451,13.0,13.0
Personal,Visitors,Trip Start,37,37,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),12,2072,2200,9.2,10.2
Personal,Visitors,Trip Start,37,37,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),97,1974,2038,8.2,8.6
Personal,Visitors,Trip Start,37,37,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),24,1704,1757,9.6,9.5
Personal,Visitors,Trip Start,37,37,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),15,1615,1810,8.8,9.6
Personal,Visitors,Trip Start,38,38,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),13,2298,2344,12.7,12.7
Personal,Visitors,Trip Start,38,38,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),N/A,0,1592,0,16.0
Personal,Visitors,Trip Start,38,38,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),0,2592,2592,7.0,7.0
Personal,Visitors,Trip Start,38,38,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),3,2702,2752,11.4,11.2
Personal,Visitors,Trip Start,38,38,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),7,2320,2320,13.4,13.4
Personal,Visitors,Trip Start,38,38,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),3,1766,1944,12.8,13.0
Personal,Visitors,Trip Start,38,38,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),10,2031,2127,11.0,11.0
Personal,Visitors,Trip Start,38,38,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),N/A,0,1592,0,16.0
Personal,Visitors,Trip Start,38,38,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),N/A,728,728,1.5,1.5
Personal,Visitors,Trip Start,38,38,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),1,2996,3071,12.4,11.8
Personal,Visitors,Trip Start,38,38,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),5,1901,1901,9.1,9.1
Personal,Visitors,Trip Start,38,38,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),4,1845,2043,13.5,13.7
Personal,Visitors,Trip Start,38,38,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),19,2637,2637,14.9,14.9
Personal,Visitors,Trip Start,38,38,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,4455,4455,12.6,12.6
Personal,Visitors,Trip Start,38,38,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),7,2539,2539,10.8,10.8
Personal,Visitors,Trip Start,38,38,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),10,2780,2780,18.2,18.2
Personal,Visitors,Trip Start,38,38,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,1185,1185,7.7,7.7
Personal,Visitors,Trip Start,39,39,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,1860,2082,6.7,10.1
Personal,Visitors,Trip Start,39,39,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),N/A,321,321,1.9,1.9
Personal,Visitors,Trip Start,39,39,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1,1820,1883,6.5,7.1
Personal,Visitors,Trip Start,39,39,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,1932,2551,8.4,19.7
Personal,Visitors,Trip Start,39,39,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),0,1997,2095,5.4,5.8
Personal,Visitors,Trip Start,39,39,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),1,1472,1771,4.1,9.0
Personal,Visitors,Trip Start,39,39,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),N/A,321,321,1.9,1.9
Personal,Visitors,Trip Start,39,39,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),1,1521,1627,3.3,4.1
Personal,Visitors,Trip Start,39,39,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),0,1572,2324,6.8,20.0
Personal,Visitors,Trip Start,39,39,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),0,1394,1394,2.3,2.3
Personal,Visitors,Trip Start,39,39,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,2801,2781,12.9,12.7
Personal,Visitors,Trip Start,39,39,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,2285,2267,11.6,11.6
Personal,Visitors,Trip Start,39,39,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,3917,3917,17.6,17.6
Personal,Visitors,Trip Start,39,39,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),N/A,3604,3498,13.8,12.9
Personal,Visitors,Trip Start,4,4,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),55,1695,1775,8.5,8.9
Personal,Visitors,Trip Start,4,4,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,2979,2979,27.3,27.3
Personal,Visitors,Trip Start,4,4,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),4,1538,1675,7.5,7.3
Personal,Visitors,Trip Start,4,4,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),13,1685,1784,8.6,9.1
Personal,Visitors,Trip Start,4,4,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),22,1682,1748,7.9,8.4
Personal,Visitors,Trip Start,4,4,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),15,1711,1786,8.9,9.1
Personal,Visitors,Trip Start,4,4,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),57,1640,1699,7.7,7.9
Personal,Visitors,Trip Start,4,4,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),0,2122,2122,21.8,21.8
Personal,Visitors,Trip Start,4,4,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),4,1514,1617,7.6,7.6
Personal,Visitors,Trip Start,4,4,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),12,1625,1706,8.4,8.3
Personal,Visitors,Trip Start,4,4,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),24,1683,1719,7.6,7.9
Personal,Visitors,Trip Start,4,4,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),16,1606,1675,6.9,7.3
Personal,Visitors,Trip Start,4,4,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),48,1856,1999,11.1,11.7
Personal,Visitors,Trip Start,4,4,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,4051,4051,34.3,34.3
Personal,Visitors,Trip Start,4,4,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),3,1655,1893,6.9,6.2
