Mode of Travel,Home and Work Filter,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Trip Duration (sec),Avg All Trip Duration (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
Personal,Visitors,Trip Start,19,19,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,3010,3010,12.1,12.1
Personal,Visitors,Trip Start,19,19,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),19,1707,1770,6.6,6.7
Personal,Visitors,Trip Start,19,19,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),28,1771,1827,7.4,7.3
Personal,Visitors,Trip Start,19,19,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),15,1968,1990,8.4,8.9
Personal,Visitors,Trip Start,2,2,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),95,1484,1555,6.6,6.8
Personal,Visitors,Trip Start,2,2,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,1075,1217,8.3,8.4
Personal,Visitors,Trip Start,2,2,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),8,1294,1284,5.9,5.8
Personal,Visitors,Trip Start,2,2,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),28,1389,1473,5.9,6.3
Personal,Visitors,Trip Start,2,2,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),30,1607,1708,7.5,7.9
Personal,Visitors,Trip Start,2,2,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),28,1520,1566,6.4,6.5
Personal,Visitors,Trip Start,2,2,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),99,1437,1521,6.1,6.4
Personal,Visitors,Trip Start,2,2,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),1,840,840,6.0,6.0
Personal,Visitors,Trip Start,2,2,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),10,1155,1147,5.3,5.2
Personal,Visitors,Trip Start,2,2,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),27,1359,1457,5.5,5.8
Personal,Visitors,Trip Start,2,2,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),32,1620,1748,7.4,7.9
Personal,Visitors,Trip Start,2,2,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),29,1426,1477,5.6,5.7
Personal,Visitors,Trip Start,2,2,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),85,1619,1656,7.8,8.0
Personal,Visitors,Trip Start,2,2,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,1545,1820,12.7,12.2
Personal,Visitors,Trip Start,2,2,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),5,2122,2122,9.4,9.4
Personal,Visitors,Trip Start,2,2,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),30,1450,1507,6.8,7.3
Personal,Visitors,Trip Start,2,2,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),25,1569,1580,7.7,7.7
Personal,Visitors,Trip Start,2,2,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),24,1821,1850,8.8,8.9
Personal,Visitors,Trip Start,20,20,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),5,1985,1985,14.1,14.1
Personal,Visitors,Trip Start,20,20,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,1639,1639,14.9,14.9
Personal,Visitors,Trip Start,20,20,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),1,2487,2487,17.6,17.6
Personal,Visitors,Trip Start,20,20,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,1447,1447,6.4,6.4
Personal,Visitors,Trip Start,20,20,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),1,2326,2326,15.5,15.5
Personal,Visitors,Trip Start,20,20,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),2,1654,1654,12.6,12.6
Personal,Visitors,Trip Start,20,20,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),4,2018,2018,14.0,14.0
Personal,Visitors,Trip Start,20,20,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),0,1639,1639,14.9,14.9
Personal,Visitors,Trip Start,20,20,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),1,2487,2487,17.6,17.6
Personal,Visitors,Trip Start,20,20,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),0,1555,1555,5.4,5.4
Personal,Visitors,Trip Start,20,20,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),1,1884,1884,8.5,8.5
Personal,Visitors,Trip Start,20,20,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),2,1809,1809,13.7,13.7
Personal,Visitors,Trip Start,20,20,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),6,1926,1926,14.2,14.2
Personal,Visitors,Trip Start,20,20,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,1420,1420,6.6,6.6
Personal,Visitors,Trip Start,20,20,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),2,2647,2647,20.6,20.6
Personal,Visitors,Trip Start,20,20,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2,1388,1388,10.6,10.6
Personal,Visitors,Trip Start,21,21,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),16,1428,1509,2.8,3.1
Personal,Visitors,Trip Start,21,21,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),1,1302,1302,2.2,2.2
Personal,Visitors,Trip Start,21,21,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),4,1443,1445,2.2,2.3
Personal,Visitors,Trip Start,21,21,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),6,1541,1561,2.4,2.4
Personal,Visitors,Trip Start,21,21,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),5,1307,1542,4.0,4.6
Personal,Visitors,Trip Start,21,21,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),16,1500,1599,3.1,3.4
Personal,Visitors,Trip Start,21,21,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),1,1119,1119,2.9,2.9
Personal,Visitors,Trip Start,21,21,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),4,1649,1626,2.6,2.7
Personal,Visitors,Trip Start,21,21,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),6,1615,1640,2.5,2.5
Personal,Visitors,Trip Start,21,21,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),5,1359,1607,4.1,4.6
Personal,Visitors,Trip Start,21,21,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),15,1246,1269,2.1,2.3
Personal,Visitors,Trip Start,21,21,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,1577,1577,1.2,1.2
Personal,Visitors,Trip Start,21,21,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),6,1192,1192,1.7,1.7
Personal,Visitors,Trip Start,21,21,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),5,1334,1334,2.1,2.1
Personal,Visitors,Trip Start,21,21,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),3,1005,1168,3.6,4.5
Personal,Visitors,Trip Start,22,22,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),38,1330,1413,4.4,4.9
Personal,Visitors,Trip Start,22,22,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,616,616,3.5,3.5
Personal,Visitors,Trip Start,22,22,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),9,1153,1316,3.4,4.5
Personal,Visitors,Trip Start,22,22,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),12,1318,1389,3.9,4.1
Personal,Visitors,Trip Start,22,22,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),8,1515,1548,4.8,5.1
Personal,Visitors,Trip Start,22,22,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),9,1360,1425,5.8,6.3
Personal,Visitors,Trip Start,22,22,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),40,1289,1388,4.1,4.7
Personal,Visitors,Trip Start,22,22,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),0,616,616,3.5,3.5
Personal,Visitors,Trip Start,22,22,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),11,1167,1358,3.7,4.9
Personal,Visitors,Trip Start,22,22,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),12,1251,1337,3.3,3.6
Personal,Visitors,Trip Start,22,22,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),7,1490,1489,4.2,4.4
Personal,Visitors,Trip Start,22,22,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),10,1338,1420,5.6,6.2
Personal,Visitors,Trip Start,22,22,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),32,1460,1493,5.3,5.5
Personal,Visitors,Trip Start,22,22,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),4,1061,1055,1.5,2.2
Personal,Visitors,Trip Start,22,22,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),10,1515,1545,5.5,5.6
Personal,Visitors,Trip Start,22,22,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),11,1553,1639,5.7,6.2
Personal,Visitors,Trip Start,22,22,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),6,1449,1449,6.7,6.7
Personal,Visitors,Trip Start,23,23,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),24,1932,1981,7.9,8.0
Personal,Visitors,Trip Start,23,23,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),1,2077,2077,8.0,8.0
Personal,Visitors,Trip Start,23,23,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),12,2275,2277,9.0,8.9
Personal,Visitors,Trip Start,23,23,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),7,1610,1692,7.9,8.0
Personal,Visitors,Trip Start,23,23,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),5,1499,1641,5.5,6.1
Personal,Visitors,Trip Start,23,23,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),16,1568,1680,5.4,5.7
Personal,Visitors,Trip Start,23,23,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),1,1887,1887,5.0,5.0
Personal,Visitors,Trip Start,23,23,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),6,1765,1823,5.3,5.6
Personal,Visitors,Trip Start,23,23,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),4,1244,1456,5.2,5.8
Personal,Visitors,Trip Start,23,23,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),6,1535,1659,5.7,6.0
Personal,Visitors,Trip Start,23,23,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),44,2291,2300,10.4,10.4
Personal,Visitors,Trip Start,23,23,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,2646,2646,16.9,16.9
Personal,Visitors,Trip Start,23,23,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),28,2584,2575,11.2,11.0
Personal,Visitors,Trip Start,23,23,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),13,1909,1909,10.0,10.0
Personal,Visitors,Trip Start,23,23,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),3,1349,1567,4.5,6.3
Personal,Visitors,Trip Start,24,24,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),137,1785,1855,7.8,8.0
Personal,Visitors,Trip Start,24,24,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,1288,1288,3.0,3.0
Personal,Visitors,Trip Start,24,24,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),7,1602,1733,4.8,6.0
Personal,Visitors,Trip Start,24,24,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),42,1692,1771,7.0,7.3
Personal,Visitors,Trip Start,24,24,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),57,1930,1974,8.8,9.0
Personal,Visitors,Trip Start,24,24,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),30,1715,1807,7.8,8.0
Personal,Visitors,Trip Start,24,24,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),143,1762,1817,7.4,7.6
Personal,Visitors,Trip Start,24,24,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),1,1774,1774,3.8,3.8
Personal,Visitors,Trip Start,24,24,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),9,1591,1667,4.9,5.4
Personal,Visitors,Trip Start,24,24,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),44,1628,1705,6.6,6.9
Personal,Visitors,Trip Start,24,24,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),59,1917,1939,8.6,8.7
Personal,Visitors,Trip Start,24,24,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),31,1712,1796,7.2,7.4
Personal,Visitors,Trip Start,24,24,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),123,1852,1964,8.8,9.3
Personal,Visitors,Trip Start,24,24,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),2,846,846,2.3,2.3
Personal,Visitors,Trip Start,24,24,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),3,1701,2241,4.0,10.5
Personal,Visitors,Trip Start,24,24,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),39,1869,1959,8.1,8.5
Personal,Visitors,Trip Start,24,24,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),51,1965,2075,9.5,10.0
Personal,Visitors,Trip Start,24,24,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),28,1725,1837,9.6,9.6
Personal,Visitors,Trip Start,25,25,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),9,1323,1423,8.2,8.4
Personal,Visitors,Trip Start,25,25,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),2,1670,1670,15.6,15.6
Personal,Visitors,Trip Start,25,25,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),3,1212,1483,5.8,6.6
Personal,Visitors,Trip Start,25,25,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),3,1338,1402,7.5,7.7
Personal,Visitors,Trip Start,25,25,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),2,1147,1147,5.7,5.7
Personal,Visitors,Trip Start,25,25,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),10,1334,1462,8.4,8.7
Personal,Visitors,Trip Start,25,25,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),2,1742,1742,16.4,16.4
Personal,Visitors,Trip Start,25,25,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),3,1292,1594,6.2,7.0
Personal,Visitors,Trip Start,25,25,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),3,1136,1233,6.5,6.7
Personal,Visitors,Trip Start,25,25,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),2,1178,1178,4.9,4.9
Personal,Visitors,Trip Start,25,25,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),8,1290,1290,7.4,7.4
Personal,Visitors,Trip Start,25,25,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,778,778,5.7,5.7
Personal,Visitors,Trip Start,25,25,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,747,747,3.5,3.5
Personal,Visitors,Trip Start,25,25,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),3,1805,1805,9.9,9.9
Personal,Visitors,Trip Start,25,25,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),3,1104,1104,6.8,6.8
Personal,Visitors,Trip Start,26,26,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),38,1637,1763,6.2,6.6
Personal,Visitors,Trip Start,26,26,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,872,872,8.1,8.1
Personal,Visitors,Trip Start,26,26,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),3,1955,2033,6.9,7.4
Personal,Visitors,Trip Start,26,26,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),14,1634,1904,5.3,6.3
Personal,Visitors,Trip Start,26,26,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),10,1873,1874,8.8,8.4
Personal,Visitors,Trip Start,26,26,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),11,1342,1424,4.7,5.0
Personal,Visitors,Trip Start,26,26,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),40,1659,1803,5.7,6.2
Personal,Visitors,Trip Start,26,26,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),0,782,782,3.6,3.6
Personal,Visitors,Trip Start,26,26,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),4,2110,2195,7.5,8.0
Personal,Visitors,Trip Start,26,26,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),15,1617,1959,5.0,6.3
Personal,Visitors,Trip Start,26,26,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),10,1857,1842,7.0,6.7
Personal,Visitors,Trip Start,26,26,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),11,1378,1435,4.9,5.2
Personal,Visitors,Trip Start,26,26,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),31,1570,1630,7.8,7.8
Personal,Visitors,Trip Start,26,26,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,962,962,12.6,12.6
Personal,Visitors,Trip Start,26,26,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,990,990,3.4,3.4
Personal,Visitors,Trip Start,26,26,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),9,1692,1692,6.3,6.3
Personal,Visitors,Trip Start,26,26,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),9,1916,1966,13.6,13.5
Personal,Visitors,Trip Start,26,26,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),11,1245,1396,4.4,4.4
Personal,Visitors,Trip Start,27,27,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),297,1769,1829,7.2,7.4
Personal,Visitors,Trip Start,27,27,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),3,936,958,5.2,5.4
Personal,Visitors,Trip Start,27,27,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),23,1467,1541,4.0,4.3
Personal,Visitors,Trip Start,27,27,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),68,1739,1820,6.2,6.6
Personal,Visitors,Trip Start,27,27,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),94,1830,1880,6.5,6.6
Personal,Visitors,Trip Start,27,27,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),109,1824,1878,9.3,9.5
Personal,Visitors,Trip Start,27,27,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),314,1715,1777,6.6,6.9
Personal,Visitors,Trip Start,27,27,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),3,939,967,5.4,5.7
Personal,Visitors,Trip Start,27,27,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),30,1420,1500,3.7,4.1
Personal,Visitors,Trip Start,27,27,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),71,1676,1764,5.8,6.3
Personal,Visitors,Trip Start,27,27,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),95,1774,1827,5.8,6.0
Personal,Visitors,Trip Start,27,27,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),114,1791,1842,8.6,8.8
Personal,Visitors,Trip Start,27,27,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),255,1934,1988,9.1,9.2
Personal,Visitors,Trip Start,27,27,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),3,926,926,4.5,4.5
Personal,Visitors,Trip Start,27,27,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),5,2213,2213,8.3,8.3
Personal,Visitors,Trip Start,27,27,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),62,1915,1976,7.4,7.5
Personal,Visitors,Trip Start,27,27,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),90,1973,2018,8.2,8.2
Personal,Visitors,Trip Start,27,27,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),96,1922,1986,11.3,11.6
Personal,Visitors,Trip Start,28,28,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),24,1844,1971,5.7,5.9
Personal,Visitors,Trip Start,28,28,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,627,3264,2.1,9.0
Personal,Visitors,Trip Start,28,28,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),1,1174,1478,7.0,6.7
Personal,Visitors,Trip Start,28,28,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),9,1867,1989,6.1,6.2
Personal,Visitors,Trip Start,28,28,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),7,2113,2164,6.7,6.7
Personal,Visitors,Trip Start,28,28,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),7,1609,1739,3.9,4.3
Personal,Visitors,Trip Start,28,28,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),22,1765,1862,6.3,6.3
Personal,Visitors,Trip Start,28,28,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),1,1174,1471,7.0,6.5
Personal,Visitors,Trip Start,28,28,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),9,1778,1919,6.2,6.4
Personal,Visitors,Trip Start,28,28,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),6,2054,2062,9.1,8.8
Personal,Visitors,Trip Start,28,28,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),7,1547,1654,3.6,4.0
Personal,Visitors,Trip Start,28,28,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),28,1992,2176,4.6,5.0
Personal,Visitors,Trip Start,28,28,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,627,3264,2.1,9.0
Personal,Visitors,Trip Start,28,28,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,0,1527,0,8.1
Personal,Visitors,Trip Start,28,28,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),10,2058,2140,5.9,5.8
Personal,Visitors,Trip Start,28,28,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),10,2195,2306,3.4,3.7
Personal,Visitors,Trip Start,28,28,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),7,1737,1928,4.6,5.1
Personal,Visitors,Trip Start,29,29,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),221,1758,1830,6.5,6.7
Personal,Visitors,Trip Start,29,29,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),6,1631,1667,5.2,5.5
Personal,Visitors,Trip Start,29,29,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),10,1690,1786,5.6,5.9
Personal,Visitors,Trip Start,29,29,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),48,1909,1950,7.2,7.3
Personal,Visitors,Trip Start,29,29,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),69,1777,1869,6.3,6.7
Personal,Visitors,Trip Start,29,29,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),86,1669,1743,6.4,6.6
Personal,Visitors,Trip Start,29,29,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),200,1696,1774,5.9,6.2
Personal,Visitors,Trip Start,29,29,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),5,1673,1701,4.9,5.2
Personal,Visitors,Trip Start,29,29,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),11,1532,1647,4.2,4.6
Personal,Visitors,Trip Start,29,29,no,N/A,no,1: Weekday (M-F),3: Mid-Day (10am-3pm),42,1841,1884,6.6,6.7
Personal,Visitors,Trip Start,29,29,no,N/A,no,1: Weekday (M-F),4: Peak PM (3pm-7pm),55,1728,1842,5.1,5.7
Personal,Visitors,Trip Start,29,29,no,N/A,no,1: Weekday (M-F),5: Late PM (7pm-12am),87,1625,1692,6.3,6.5
Personal,Visitors,Trip Start,29,29,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),275,1870,1934,7.6,7.8
Personal,Visitors,Trip Start,29,29,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),10,1580,1627,5.6,5.9
Personal,Visitors,Trip Start,29,29,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),9,2210,2247,10.3,10.5
Personal,Visitors,Trip Start,29,29,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),66,2017,2055,8.1,8.3
Personal,Visitors,Trip Start,29,29,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),105,1841,1906,7.8,8.0
Personal,Visitors,Trip Start,29,29,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),85,1785,1877,6.8,7.0
Personal,Visitors,Trip Start,3,3,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),85,1659,1763,6.7,6.9
Personal,Visitors,Trip Start,3,3,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,1986,1986,9.4,9.4
Personal,Visitors,Trip Start,3,3,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),8,1622,1813,6.7,7.5
Personal,Visitors,Trip Start,3,3,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),33,1588,1667,6.6,6.8
Personal,Visitors,Trip Start,3,3,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),27,1766,1864,6.8,7.0
Personal,Visitors,Trip Start,3,3,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),16,1631,1754,6.5,6.7
Personal,Visitors,Trip Start,3,3,no,N/A,no,1: Weekday (M-F),0: All Day (12am-12am),94,1656,1750,7.0,7.2
Personal,Visitors,Trip Start,3,3,no,N/A,no,1: Weekday (M-F),1: Early AM (12am-6am),0,2122,2122,16.3,16.3
Personal,Visitors,Trip Start,3,3,no,N/A,no,1: Weekday (M-F),2: Peak AM (6am-10am),11,1610,1808,6.8,7.6
