Mode of Travel,Home and Work Filter,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Trip Duration (sec),Avg All Trip Duration (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,37,037,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),68,895,964,2.6,2.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,37,037,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),53,964,1001,3.2,3.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,4,004,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),149,2548,2561,27.2,27.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,4,004,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),54,2886,2894,32.0,31.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,4,004,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),58,2646,2662,28.8,28.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,4,004,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),34,1873,1889,17.0,17.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,4,004,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),125,2477,2495,26.1,25.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,4,004,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),41,2892,2899,32.3,31.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,4,004,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),49,2559,2579,27.6,27.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,4,004,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),34,1914,1938,17.5,17.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,4,004,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),180,2488,2497,25.5,25.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,4,004,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),77,2636,2634,26.5,26.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,4,004,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),71,2585,2611,27.4,27.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),4226,1657,1736,6.3,6.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),42,1488,1548,7.1,7.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),245,1737,1904,8.5,9.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1397,1712,1797,6.5,6.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),1630,1668,1739,6.0,6.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),913,1541,1605,5.8,6.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),3971,1628,1714,6.0,6.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),30,1586,1637,7.6,7.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),228,1698,1837,7.8,8.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1216,1672,1771,6.2,6.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1591,1657,1738,5.9,6.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),906,1502,1567,5.3,5.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4623,1670,1739,6.5,6.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),62,1413,1473,6.8,7.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),261,1830,1997,9.9,10.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1766,1735,1804,6.5,6.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1682,1643,1696,5.9,6.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,40,040,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),852,1566,1634,6.3,6.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),225,1642,1727,6.4,6.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),16,1734,1870,7.3,7.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),92,1701,1764,6.3,6.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),81,1640,1763,6.5,7.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),35,1464,1486,5.7,5.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),230,1662,1737,6.5,6.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),93,1729,1799,6.3,6.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),83,1696,1803,7.0,7.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),37,1438,1470,5.4,5.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),224,1512,1606,5.7,6.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),97,1576,1645,5.7,6.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),75,1442,1564,5.4,5.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,41,041,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),36,1390,1405,5.7,5.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1556,1373,1452,4.4,4.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),117,1504,1604,5.2,5.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),554,1422,1500,4.8,5.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),599,1368,1446,4.0,4.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),284,1232,1297,4.1,4.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1454,1375,1457,4.4,4.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),114,1512,1591,5.5,5.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),480,1430,1507,4.9,5.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),579,1369,1465,4.0,4.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),279,1226,1278,4.0,4.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1737,1355,1429,4.2,4.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),112,1482,1630,4.4,5.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),701,1410,1478,4.5,4.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),641,1340,1393,4.0,4.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,43,043,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),281,1210,1315,4.2,4.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,44,044,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),90,1364,1424,6.1,6.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,44,044,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),34,1336,1406,5.3,5.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,44,044,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),40,1430,1482,6.5,6.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,44,044,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),12,1312,1361,7.3,7.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,44,044,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),96,1335,1381,5.5,5.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,44,044,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),36,1348,1373,5.3,5.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,44,044,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),41,1354,1413,5.3,5.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,44,044,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),74,1415,1516,7.0,7.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,44,044,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),35,1616,1673,8.3,8.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2449,1709,1771,6.7,7.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),101,1770,1869,7.5,8.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),868,1771,1837,6.9,7.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),931,1743,1803,6.7,7.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),546,1543,1591,6.3,6.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2363,1685,1748,6.5,6.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),100,1801,1887,7.5,8.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),823,1745,1815,6.6,6.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),898,1712,1776,6.6,6.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),539,1522,1569,6.2,6.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2461,1729,1786,7.0,7.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),92,1792,1932,8.3,8.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),947,1789,1845,7.1,7.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),945,1758,1814,7.1,7.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,47,047,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),471,1545,1588,6.3,6.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,49,049,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),17,1439,1460,6.7,6.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,5,005,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),75,1069,1130,5.4,5.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,5,005,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),24,1195,1262,6.7,6.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,5,005,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),35,1019,1102,5.1,5.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,5,005,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),13,961,965,3.5,3.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,5,005,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),71,1101,1150,5.5,5.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,5,005,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),20,1162,1239,5.5,5.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,5,005,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),36,1133,1181,6.3,6.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,5,005,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),77,1061,1136,5.6,5.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,5,005,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),31,1296,1354,8.7,8.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,5,005,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),33,863,989,3.3,3.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1054,1528,1586,8.0,8.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),75,1665,1724,8.7,8.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),381,1588,1648,8.4,8.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),397,1528,1588,8.1,8.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),195,1362,1412,6.7,7.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),979,1505,1567,7.7,7.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),80,1711,1738,8.7,8.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),338,1556,1621,8.1,8.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),377,1499,1572,7.6,7.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),180,1331,1383,6.7,6.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1140,1495,1544,7.9,8.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),56,1486,1614,8.9,9.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),459,1555,1594,8.2,8.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),414,1487,1533,8.0,8.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,52,052,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),204,1380,1439,6.7,7.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),534,1700,1744,8.8,8.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),24,1608,1676,7.8,8.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),221,1742,1785,9.0,9.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),213,1719,1765,8.8,8.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),73,1569,1604,8.5,8.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),495,1673,1722,8.3,8.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),24,1604,1694,7.4,7.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),198,1748,1798,8.9,9.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),205,1654,1705,7.7,8.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),67,1556,1579,8.3,8.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),561,1730,1748,9.6,9.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),256,1745,1764,9.5,9.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),211,1781,1800,10.1,10.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,53,053,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),69,1628,1648,9.7,9.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,54,054,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),147,1498,1554,7.7,7.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,54,054,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),15,1475,1527,7.4,7.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,54,054,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),62,1469,1526,6.9,7.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,54,054,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),61,1538,1594,8.1,8.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,54,054,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),120,1510,1571,7.9,8.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,54,054,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),48,1525,1555,6.8,6.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,54,054,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),53,1490,1580,8.0,8.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,54,054,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),203,1518,1585,7.9,8.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,54,054,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),94,1468,1569,7.5,8.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,54,054,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),78,1595,1621,8.4,8.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),813,1389,1449,5.6,5.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),65,1556,1642,7.2,7.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),278,1536,1597,6.8,7.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),308,1291,1352,4.4,4.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),160,1252,1302,4.9,5.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),806,1379,1445,5.3,5.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),61,1522,1628,6.6,7.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),277,1571,1630,6.7,7.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),314,1270,1338,4.2,4.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),151,1197,1257,4.4,4.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),735,1358,1413,5.6,5.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),61,1570,1637,8.0,8.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),261,1437,1494,6.4,6.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),258,1263,1320,4.2,4.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,55,055,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),153,1291,1334,5.6,5.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,56,056,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),77,1557,1663,8.8,9.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,56,056,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),35,1633,1730,8.6,8.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,56,056,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),24,1570,1724,9.1,10.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,56,056,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),13,1290,1359,7.9,8.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,56,056,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),91,1582,1703,8.8,9.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,56,056,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),41,1706,1814,8.7,9.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,56,056,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),29,1527,1702,8.9,11.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,56,056,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),48,1375,1484,7.6,7.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,58,058,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1920,1643,1685,7.1,7.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,58,058,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),43,1493,1574,7.2,7.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,58,058,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),148,1791,1835,6.9,7.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,58,058,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),644,1763,1804,7.9,8.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,58,058,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),669,1629,1675,7.0,7.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip Start,58,058,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),417,1443,1477,6.1,6.3
