Mode of Travel,Home and Work Filter,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Trip Duration (sec),Avg All Trip Duration (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,106,106,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),454,1620,1684,6.0,6.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,106,106,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),5046,1659,1718,6.5,6.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,106,106,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),209,1513,1566,6.2,6.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,106,106,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),2922,1664,1722,6.4,6.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,106,106,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1882,1657,1719,6.4,6.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2123,1910,1959,11.1,11.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),173,1760,1802,10.7,11.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1007,1896,1944,10.9,11.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),793,1942,1990,11.3,11.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),143,1943,2029,11.2,11.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1975,1897,1952,10.9,11.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),176,1757,1800,10.6,10.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),875,1865,1917,10.4,10.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),767,1941,1993,11.1,11.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),149,1987,2095,12.0,12.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2290,1911,1957,11.5,11.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),152,1725,1774,10.4,10.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1249,1911,1959,11.4,11.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),780,1933,1977,11.7,12.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,107,107,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),102,1822,1879,10.1,10.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),3690,1885,1934,11.2,11.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),127,1735,1774,11.0,11.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1894,1853,1900,10.8,11.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),1474,1942,1994,11.7,12.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),192,1823,1874,10.6,10.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),3469,1878,1928,10.9,11.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),116,1708,1730,10.4,10.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1637,1852,1902,10.6,10.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1462,1934,1985,11.3,11.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),248,1782,1831,10.1,10.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),3812,1857,1907,11.4,11.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),154,1784,1856,12.0,12.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),2327,1818,1864,10.7,11.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,108,108,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1319,1922,1974,12.3,12.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,11,011,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),40,1672,1705,11.6,11.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,11,011,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),19,1567,1609,10.9,10.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,11,011,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),15,1878,1907,13.6,13.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,11,011,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),34,1714,1737,11.6,11.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,11,011,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),52,1594,1594,12.0,11.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,12,012,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),51,1686,1738,11.6,11.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,12,012,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),17,1590,1649,10.3,10.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,12,012,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),20,1638,1668,11.0,11.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,12,012,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),12,2015,2088,15.5,15.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,12,012,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),45,1656,1712,12.3,12.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,12,012,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),16,1482,1595,10.6,11.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,12,012,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),20,1692,1690,12.2,12.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,12,012,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),53,1559,1589,10.3,10.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),518,1456,1535,8.0,8.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),62,1314,1374,7.2,7.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),183,1459,1531,7.9,8.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),198,1535,1623,8.8,9.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),75,1371,1454,7.2,7.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),485,1464,1558,8.0,8.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),58,1393,1470,7.8,8.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),159,1495,1564,8.0,8.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),198,1516,1627,8.8,9.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),69,1315,1430,6.2,7.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),560,1407,1469,7.9,8.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),59,1225,1241,6.6,6.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),230,1360,1442,7.5,8.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),190,1529,1586,8.7,9.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,14,014,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),81,1390,1442,8.2,8.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),753,1361,1461,6.1,6.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),48,1405,1461,7.0,7.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),256,1301,1413,5.3,6.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),295,1431,1531,6.6,7.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),150,1286,1378,5.9,6.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),784,1363,1463,6.1,6.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),52,1406,1463,6.7,7.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),266,1296,1422,5.1,6.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),318,1462,1562,6.9,7.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),144,1207,1280,5.1,5.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),650,1338,1424,6.0,6.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),33,1394,1468,7.8,8.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),216,1308,1389,5.7,6.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),244,1333,1423,5.8,6.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,15,015,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),155,1375,1465,6.4,7.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),4233,1679,1755,7.8,8.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),33,3055,3063,31.6,31.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),327,1648,1713,8.6,9.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1624,1658,1733,7.4,7.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),1638,1703,1781,7.7,8.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),611,1607,1695,7.6,8.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),3933,1680,1764,7.8,8.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),294,1675,1748,8.6,9.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1401,1652,1738,7.2,7.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1602,1716,1802,7.9,8.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),609,1575,1661,7.2,7.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4697,1634,1704,7.6,8.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),38,2722,2722,26.3,26.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),372,1574,1627,8.4,8.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),2062,1629,1696,7.3,7.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1655,1629,1703,7.0,7.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,16,016,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),569,1630,1710,8.2,8.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1195,1563,1639,8.9,9.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),98,1617,1655,10.9,10.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),382,1561,1651,8.8,9.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),514,1560,1635,8.5,8.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),184,1525,1599,8.9,9.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1102,1588,1657,8.8,9.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),94,1639,1656,11.1,10.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),318,1584,1675,8.7,9.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),500,1580,1647,8.3,8.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),171,1567,1634,9.2,9.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1350,1454,1543,8.2,8.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),107,1542,1611,10.0,10.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),495,1425,1517,7.6,8.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),525,1453,1547,8.3,8.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,17,017,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),211,1447,1539,8.3,8.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,18,018,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),122,1724,1776,10.4,10.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,18,018,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),48,1692,1756,9.4,9.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,18,018,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),53,1781,1829,10.6,10.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,18,018,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),15,1657,1694,12.1,12.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,18,018,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),124,1769,1828,10.6,11.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,18,018,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),49,1756,1832,9.8,10.4
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,18,018,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),56,1797,1846,10.7,11.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,18,018,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),97,1523,1558,8.9,9.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,18,018,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),39,1509,1536,8.2,8.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,18,018,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),42,1573,1610,8.4,8.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1413,1541,1618,7.1,7.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),125,1452,1512,7.4,7.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),487,1555,1629,6.8,7.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),546,1605,1687,7.5,7.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),239,1423,1506,6.9,7.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1397,1543,1619,7.1,7.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),121,1472,1556,7.7,8.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),473,1545,1619,6.6,7.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),572,1619,1698,7.5,7.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),213,1400,1473,6.5,7.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1306,1505,1587,7.2,7.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),112,1348,1371,6.6,6.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),479,1527,1605,6.4,6.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),438,1519,1616,7.3,7.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,19,019,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),267,1488,1580,8.1,8.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,2,002,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),23,1455,1613,7.7,8.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,2,002,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),8,1533,1729,8.6,10.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,2,002,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),22,1607,1749,8.7,9.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),3762,1778,1853,9.5,10.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),31,2724,2763,26.5,26.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),318,1693,1767,9.4,9.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1443,1725,1796,8.7,9.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),1409,1813,1888,9.6,10.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),561,1822,1906,10.9,11.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),3466,1789,1865,9.5,9.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),23,3131,3136,32.6,32.5
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),300,1702,1799,9.0,9.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1238,1741,1813,8.6,9.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1357,1843,1913,9.8,10.2
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),547,1753,1844,9.9,10.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4207,1742,1807,9.5,9.9
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),38,2566,2680,24.4,24.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),322,1660,1709,9.6,10.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1864,1686,1750,8.4,8.8
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1441,1744,1805,9.3,9.7
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,20,020,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),542,1914,1997,12.5,13.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,21,021,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2137,1587,1664,7.5,8.0
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,21,021,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),197,1447,1500,6.8,7.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,21,021,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),806,1575,1651,7.1,7.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,21,021,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),807,1648,1729,8.1,8.6
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,21,021,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),320,1555,1643,7.6,8.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,21,021,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1903,1599,1675,7.7,8.1
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,21,021,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),181,1461,1508,6.8,7.3
All Vehicles - StL All Vehicles Volume,Visitors,Trip End,21,021,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),669,1596,1679,7.5,8.0
